doid_id	drugbank_id	disease	drug	category	n_curators	n_resources	compound_id	disease_id
DOID:8398	DB00586	osteoarthritis	Diclofenac	SYM	3	2	Q244408	Q62736
DOID:8398	DB00861	osteoarthritis	Diflunisal	SYM	2	1	Q2602750	Q62736
DOID:8398	DB00749	osteoarthritis	Etodolac	SYM	2	1	Q2465218	Q62736
DOID:8398	DB00573	osteoarthritis	Fenoprofen	SYM	2	1	Q2555245	Q62736
DOID:8398	DB00712	osteoarthritis	Flurbiprofen	SYM	2	1	Q419890	Q62736
DOID:8398	DB01296	osteoarthritis	Glucosamine	SYM	2	1	Q327506	Q62736
DOID:8398	DB01050	osteoarthritis	Ibuprofen	SYM	3	1	Q186969	Q62736
DOID:8398	DB00328	osteoarthritis	Indomethacin	SYM	2	1	Q409231	Q62736
DOID:8398	DB01009	osteoarthritis	Ketoprofen	SYM	2	1	Q409192	Q62736
DOID:8398	DB00281	osteoarthritis	Lidocaine	SYM	3	1	Q216935	Q62736
DOID:8398	DB00814	osteoarthritis	Meloxicam	SYM	3	2	Q414028	Q62736
DOID:8398	DB00959	osteoarthritis	Methylprednisolone	SYM	3	1	Q417222	Q62736
DOID:8398	DB00461	osteoarthritis	Nabumetone	SYM	3	1	Q425207	Q62736
DOID:8398	DB00788	osteoarthritis	Naproxen	SYM	3	2	Q1215575	Q62736
DOID:8398	DB00991	osteoarthritis	Oxaprozin	SYM	2	1	Q1749609	Q62736
DOID:8398	DB00554	osteoarthritis	Piroxicam	SYM	2	1	Q408676	Q62736
DOID:8398	DB00635	osteoarthritis	Prednisone	SYM	2	1	Q424972	Q62736
DOID:8398	DB00605	osteoarthritis	Sulindac	SYM	3	1	Q963093	Q62736
DOID:8398	DB00500	osteoarthritis	Tolmetin	SYM	2	1	Q3992411	Q62736
DOID:8398	DB00201	osteoarthritis	Caffeine	NOT	3	1	Q60235	Q62736
DOID:8398	DB01068	osteoarthritis	Clonazepam	NOT	2	1	Q407988	Q62736
DOID:8398	DB00929	osteoarthritis	Misoprostol	NOT	2	1	Q416025	Q62736
DOID:11476	DB00630	osteoporosis	Alendronate	DM	3	2	Q420057	Q165328
DOID:11476	DB00136	osteoporosis	Calcitriol	DM	3	1	Q139195	Q165328
DOID:11476	DB00258	osteoporosis	Calcium Acetate	DM	2	1	Q409251	Q165328
DOID:11476	DB00169	osteoporosis	Cholecalciferol	DM	2	2	Q139347	Q165328
DOID:11476	DB00286	osteoporosis	Conjugated Estrogens	DM	3	2	Q4118295	Q165328
DOID:11476	DB00153	osteoporosis	Ergocalciferol	DM	2	2	Q139200	Q165328
DOID:11476	DB00783	osteoporosis	Estradiol	DM	3	3	Q422416	Q165328
DOID:11476	DB04574	osteoporosis	Estropipate	DM	3	1	Q5401860	Q165328
DOID:11476	DB00977	osteoporosis	Ethinyl Estradiol	DM	3	1	Q415563	Q165328
DOID:11476	DB01077	osteoporosis	Etidronic acid	DM	3	1	Q2758338	Q165328
DOID:11476	DB00710	osteoporosis	Ibandronate	DM	3	2	Q166825	Q165328
DOID:11476	DB00282	osteoporosis	Pamidronate	DM	3	1	Q627499	Q165328
DOID:11476	DB00481	osteoporosis	Raloxifene	DM	3	4	Q425223	Q165328
DOID:11476	DB00884	osteoporosis	Risedronate	DM	3	2	Q408724	Q165328
DOID:11476	DB00399	osteoporosis	Zoledronate	DM	3	4	Q218507	Q165328
DOID:11476	DB00621	osteoporosis	Oxandrolone	SYM	2	2	Q420859	Q165328
DOID:11476	DB00999	osteoporosis	Hydrochlorothiazide	NOT	3	1	Q423930	Q165328
DOID:11476	DB00603	osteoporosis	Medroxyprogesterone Acetate	NOT	3	1	Q2823834	Q165328
DOID:11476	DB06710	osteoporosis	Methyltestosterone	NOT	3	1	Q421768	Q165328
DOID:11476	DB00717	osteoporosis	Norethindrone	NOT	2	2	Q421352	Q165328
DOID:2394	DB00488	ovarian cancer	Altretamine	DM	3	1	Q415242	Q172341
DOID:2394	DB00958	ovarian cancer	Carboplatin	DM	3	1	Q415588	Q172341
DOID:2394	DB00291	ovarian cancer	Chlorambucil	DM	3	1	Q415939	Q172341
DOID:2394	DB01248	ovarian cancer	Docetaxel	DM	3	1	Q420436	Q172341
DOID:2394	DB00997	ovarian cancer	Doxorubicin	DM	3	1	Q18936	Q172341
DOID:2394	DB00445	ovarian cancer	Epirubicin	DM	3	1	Q425122	Q172341
DOID:2394	DB01042	ovarian cancer	Melphalan	DM	2	1	Q2298283	Q172341
DOID:2394	DB01229	ovarian cancer	Paclitaxel	DM	3	1	Q423762	Q172341
DOID:2394	DB01030	ovarian cancer	Topotecan	DM	3	1	Q419953	Q172341
DOID:2394	DB00361	ovarian cancer	Vinorelbine	DM	2	1	Q420532	Q172341
DOID:2394	DB01005	ovarian cancer	Hydroxyurea	NOT	2	1	Q212272	Q172341
DOID:2394	DB01357	ovarian cancer	Mestranol	NOT	3	1	Q904308	Q172341
DOID:1793	DB00851	pancreatic cancer	Dacarbazine	DM	3	1	Q416975	Q212961
DOID:1793	DB01248	pancreatic cancer	Docetaxel	DM	3	1	Q420436	Q212961
DOID:1793	DB00997	pancreatic cancer	Doxorubicin	DM	3	1	Q18936	Q212961
DOID:1793	DB00445	pancreatic cancer	Epirubicin	DM	3	1	Q425122	Q212961
DOID:1793	DB00530	pancreatic cancer	Erlotinib	DM	3	1	Q418369	Q212961
DOID:1793	DB00544	pancreatic cancer	Fluorouracil	DM	3	1	Q238512	Q212961
DOID:1793	DB00441	pancreatic cancer	Gemcitabine	DM	3	1	Q414143	Q212961
DOID:1793	DB00762	pancreatic cancer	Irinotecan	DM	3	1	Q412197	Q212961
DOID:1793	DB01268	pancreatic cancer	Sunitinib	DM	3	1	Q417542	Q212961
DOID:1793	DB00675	pancreatic cancer	Tamoxifen	DM	2	1	Q412178	Q212961
DOID:1793	DB00104	pancreatic cancer	Octreotide	SYM	2	1	Q419935	Q212961
DOID:4989	DB00424	pancreatitis	Hyoscyamine	DM	1	2	Q413762	Q1527888
DOID:4989	DB00782	pancreatitis	Propantheline	DM	2	1	Q3275451	Q1527888
DOID:4989	DB00104	pancreatitis	Octreotide	SYM	2	1	Q419935	Q1527888
DOID:4989	DB00572	pancreatitis	Atropine	NOT	3	2	Q26272	Q1527888
DOID:4989	DB01241	pancreatitis	Gemfibrozil	NOT	2	2	Q384295	Q1527888
DOID:4989	DB00627	pancreatitis	Niacin	NOT	2	1	Q134658	Q1527888
DOID:594	DB00404	panic disorder	Alprazolam	SYM	3	3	Q319877	Q741713
DOID:594	DB01156	panic disorder	Bupropion	SYM	3	1	Q834280	Q741713
DOID:594	DB00490	panic disorder	Buspirone	SYM	3	1	Q412194	Q741713
DOID:594	DB00215	panic disorder	Citalopram	SYM	3	1	Q409672	Q741713
DOID:594	DB01242	panic disorder	Clomipramine	SYM	3	2	Q58713	Q741713
DOID:594	DB01068	panic disorder	Clonazepam	SYM	3	3	Q407988	Q741713
DOID:594	DB00829	panic disorder	Diazepam	SYM	3	1	Q210402	Q741713
DOID:594	DB00472	panic disorder	Fluoxetine	SYM	3	1	Q422244	Q741713
DOID:594	DB00176	panic disorder	Fluvoxamine	SYM	3	2	Q409236	Q741713
DOID:594	DB00458	panic disorder	Imipramine	SYM	3	2	Q58396	Q741713
DOID:594	DB01247	panic disorder	Isocarboxazid	SYM	3	1	Q409595	Q741713
DOID:594	DB00186	panic disorder	Lorazepam	SYM	3	1	Q408265	Q741713
DOID:594	DB00934	panic disorder	Maprotiline	SYM	3	1	Q418361	Q741713
DOID:594	DB00540	panic disorder	Nortriptyline	SYM	3	2	Q61387	Q741713
DOID:594	DB00334	panic disorder	Olanzapine	SYM	3	1	Q201872	Q741713
DOID:594	DB00715	panic disorder	Paroxetine	SYM	3	3	Q408471	Q741713
DOID:594	DB01104	panic disorder	Sertraline	SYM	3	3	Q407617	Q741713
DOID:594	DB00285	panic disorder	Venlafaxine	SYM	3	1	Q898407	Q741713
DOID:824	DB00417	periodontitis	Penicillin V	NOT	2	1	Q422215	Q520127
DOID:1192	DB00523	peripheral nervous system neoplasm	Alitretinoin	DM	2	1	Q3611854	Q18554211
DOID:1192	DB00515	peripheral nervous system neoplasm	Cisplatin	DM	3	1	Q412415	Q18554211
DOID:1192	DB00851	peripheral nervous system neoplasm	Dacarbazine	DM	3	2	Q416975	Q18554211
DOID:1192	DB00970	peripheral nervous system neoplasm	Dactinomycin	DM	2	1	Q186127	Q18554211
DOID:1192	DB00997	peripheral nervous system neoplasm	Doxorubicin	DM	3	2	Q18936	Q18554211
DOID:1192	DB00445	peripheral nervous system neoplasm	Epirubicin	DM	2	1	Q425122	Q18554211
DOID:1192	DB00773	peripheral nervous system neoplasm	Etoposide	DM	2	1	Q418817	Q18554211
DOID:1192	DB00982	peripheral nervous system neoplasm	Isotretinoin	DM	2	1	Q287029	Q18554211
DOID:1192	DB01042	peripheral nervous system neoplasm	Melphalan	DM	2	2	Q2298283	Q18554211
DOID:1192	DB01030	peripheral nervous system neoplasm	Topotecan	DM	3	1	Q419953	Q18554211
DOID:1192	DB00755	peripheral nervous system neoplasm	Tretinoin	DM	1	1	Q29417	Q18554211
DOID:1192	DB00541	peripheral nervous system neoplasm	Vincristine	DM	2	2	Q408977	Q18554211
DOID:11612	DB00331	polycystic ovary syndrome	Metformin	DM	3	1	Q19484	Q500816
DOID:11612	DB00304	polycystic ovary syndrome	Desogestrel	SYM	2	1	Q415304	Q500816
DOID:11612	DB01395	polycystic ovary syndrome	Drospirenone	SYM	2	1	Q419646	Q500816
DOID:11612	DB00977	polycystic ovary syndrome	Ethinyl Estradiol	SYM	2	1	Q415563	Q500816
DOID:11612	DB00367	polycystic ovary syndrome	Levonorgestrel	SYM	2	1	Q416950	Q500816
DOID:11612	DB00717	polycystic ovary syndrome	Norethindrone	SYM	2	1	Q421352	Q500816
DOID:12236	DB06777	primary biliary cirrhosis	Chenodeoxycholic acid	DM	1	1	Q419028	Q1072420
DOID:12236	DB01394	primary biliary cirrhosis	Colchicine	DM	1	1	Q326224	Q1072420
DOID:12236	DB01586	primary biliary cirrhosis	Ursodeoxycholic acid	DM	1	1	Q241374	Q1072420
DOID:12236	DB00859	primary biliary cirrhosis	Penicillamine	NOT	2	1	Q421239	Q1072420
DOID:10283	DB05812	prostate cancer	Abiraterone	DM	3	1	Q321431	Q181257
DOID:10283	DB01128	prostate cancer	Bicalutamide	DM	3	1	Q1988832	Q181257
DOID:10283	DB06772	prostate cancer	Cabazitaxel	DM	3	1	Q412963	Q181257
DOID:10283	DB01101	prostate cancer	Capecitabine	DM	3	1	Q420207	Q181257
DOID:10283	DB00286	prostate cancer	Conjugated Estrogens	DM	2	1	Q4118295	Q181257
DOID:10283	DB06699	prostate cancer	Degarelix	DM	3	1	Q1182795	Q181257
DOID:10283	DB01248	prostate cancer	Docetaxel	DM	3	3	Q420436	Q181257
DOID:10283	DB00997	prostate cancer	Doxorubicin	DM	3	1	Q18936	Q181257
DOID:10283	DB00445	prostate cancer	Epirubicin	DM	3	1	Q425122	Q181257
DOID:10283	DB00783	prostate cancer	Estradiol	DM	3	2	Q422416	Q181257
DOID:10283	DB08866	prostate cancer	Estradiol valerate/Dienogest	DM	3	1		Q181257
DOID:10283	DB01196	prostate cancer	Estramustine	DM	3	3	Q412939	Q181257
DOID:10283	DB00655	prostate cancer	Estrone	DM	2	1	Q414986	Q181257
DOID:10283	DB00977	prostate cancer	Ethinyl Estradiol	DM	2	1	Q415563	Q181257
DOID:10283	DB00773	prostate cancer	Etoposide	DM	3	2	Q418817	Q181257
DOID:10283	DB00499	prostate cancer	Flutamide	DM	3	2	Q418669	Q181257
DOID:10283	DB00014	prostate cancer	Goserelin	DM	3	2	Q1992653	Q181257
DOID:10283	DB01204	prostate cancer	Mitoxantrone	DM	3	2	Q239426	Q181257
DOID:10283	DB00665	prostate cancer	Nilutamide	DM	3	1	Q3877030	Q181257
DOID:10283	DB00635	prostate cancer	Prednisone	DM	1	1	Q424972	Q181257
DOID:10283	DB00126	prostate cancer	Vitamin C	DM	3	1	Q199678	Q181257
DOID:10283	DB00443	prostate cancer	Betamethasone	SYM	3	1	Q416132	Q181257
DOID:10283	DB00482	prostate cancer	Celecoxib	SYM	2	1	Q408801	Q181257
DOID:10283	DB01234	prostate cancer	Dexamethasone	SYM	2	1	Q422252	Q181257
DOID:10283	DB00736	prostate cancer	Esomeprazole	SYM	2	1	Q553223	Q181257
DOID:10283	DB00813	prostate cancer	Fentanyl	SYM	3	1	Q407541	Q181257
DOID:10283	DB00741	prostate cancer	Hydrocortisone	SYM	2	1	Q190875	Q181257
DOID:10283	DB01233	prostate cancer	Metoclopramide	SYM	3	1	Q421095	Q181257
DOID:10283	DB00338	prostate cancer	Omeprazole	SYM	1	1	Q422210	Q181257
DOID:10283	DB00706	prostate cancer	Tamsulosin	SYM	3	1	Q418480	Q181257
DOID:10283	DB00513	prostate cancer	Aminocaproic Acid	NOT	3	1	Q255968	Q181257
DOID:10283	DB00537	prostate cancer	Ciprofloxacin	NOT	3	1	Q256602	Q181257
DOID:10283	DB01216	prostate cancer	Finasteride	NOT	1	1	Q424167	Q181257
DOID:10283	DB01005	prostate cancer	Hydroxyurea	NOT	2	1	Q212272	Q181257
DOID:10283	DB01065	prostate cancer	Melatonin	NOT	3	1	Q180912	Q181257
DOID:10283	DB00331	prostate cancer	Metformin	NOT	3	1	Q19484	Q181257
DOID:10283	DB00175	prostate cancer	Pravastatin	NOT	2	1	Q1240093	Q181257
DOID:10283	DB00230	prostate cancer	Pregabalin	NOT	3	1	Q412174	Q181257
DOID:10283	DB00877	prostate cancer	Sirolimus	NOT	2	1	Q32089	Q181257
DOID:10283	DB00399	prostate cancer	Zoledronate	NOT	2	2	Q218507	Q181257
DOID:8893	DB00459	psoriasis	Acitretin	DM	2	2	Q341500	Q179945
DOID:8893	DB00394	psoriasis	Beclomethasone	DM	2	1	Q421475	Q179945
DOID:8893	DB00443	psoriasis	Betamethasone	DM	1	2	Q416132	Q179945
DOID:8893	DB02300	psoriasis	Calcipotriol	DM	3	2	Q155683	Q179945
DOID:8893	DB00136	psoriasis	Calcitriol	DM	2	1	Q139195	Q179945
DOID:8893	DB00169	psoriasis	Cholecalciferol	DM	2	1	Q139347	Q179945
DOID:8893	DB01013	psoriasis	Clobetasol propionate	DM	3	1	Q421637	Q179945
DOID:8893	DB00091	psoriasis	Cyclosporine	DM	3	2	Q367700	Q179945
DOID:8893	DB01234	psoriasis	Dexamethasone	DM	1	2	Q422252	Q179945
DOID:8893	DB00591	psoriasis	Fluocinolone Acetonide	DM	2	1	Q924467	Q179945
DOID:8893	DB01047	psoriasis	Fluocinonide	DM	2	1	Q5462791	Q179945
DOID:8893	DB00741	psoriasis	Hydrocortisone	DM	2	3	Q190875	Q179945
DOID:8893	DB01005	psoriasis	Hydroxyurea	DM	2	1	Q212272	Q179945
DOID:8893	DB00563	psoriasis	Methotrexate	DM	3	2	Q422232	Q179945
DOID:8893	DB00553	psoriasis	Methoxsalen	DM	3	1	Q408570	Q179945
DOID:8893	DB00688	psoriasis	Mycophenolate mofetil	DM	3	1	Q4567614	Q179945
DOID:8893	DB01024	psoriasis	Mycophenolic acid	DM	3	1	Q420553	Q179945
DOID:8893	DB00860	psoriasis	Prednisolone	DM	1	2	Q11426176	Q179945
DOID:8893	DB00635	psoriasis	Prednisone	DM	1	1	Q424972	Q179945
DOID:8893	DB00799	psoriasis	Tazarotene	DM	3	1	Q3981685	Q179945
DOID:8893	DB00620	psoriasis	Triamcinolone	DM	2	2	Q1074056	Q179945
DOID:8893	DB01397	psoriasis	Magnesium salicylate	SYM	1	2	Q6731407	Q179945
DOID:8893	DB01398	psoriasis	Salicylate-sodium	SYM	2	2	Q414547	Q179945
DOID:8893	DB00936	psoriasis	Salicylic acid	SYM	1	2	Q193572	Q179945
DOID:8893	DB01401	psoriasis	Trisalicylate-choline	SYM	3	2	Q20817211	Q179945
DOID:8893	DB01294	psoriasis	Bismuth Subsalicylate	NOT	3	2	Q81890	Q179945
DOID:8893	DB01091	psoriasis	Butenafine	NOT	3	1	Q850729	Q179945
DOID:9008	DB00995	psoriatic arthritis	Auranofin	DM	2	1	Q421230	Q511097
DOID:9008	DB00443	psoriatic arthritis	Betamethasone	DM	1	1	Q416132	Q511097
DOID:9008	DB01234	psoriatic arthritis	Dexamethasone	DM	1	1	Q422252	Q511097
DOID:9008	DB00563	psoriatic arthritis	Methotrexate	DM	3	1	Q422232	Q511097
DOID:9008	DB00959	psoriatic arthritis	Methylprednisolone	DM	1	1	Q417222	Q511097
DOID:9008	DB00860	psoriatic arthritis	Prednisolone	DM	1	1	Q11426176	Q511097
DOID:9008	DB00635	psoriatic arthritis	Prednisone	DM	1	1	Q424972	Q511097
DOID:9008	DB00620	psoriatic arthritis	Triamcinolone	DM	2	1	Q1074056	Q511097
DOID:9835	DB01057	refractive error	Echothiophate	NOT	2	1	Q4352952	Q470427
DOID:0050425	DB00564	restless legs syndrome	Carbamazepine	SYM	3	2	Q410412	Q916280
DOID:0050425	DB00190	restless legs syndrome	Carbidopa	SYM	3	1	Q414225	Q916280
DOID:0050425	DB01068	restless legs syndrome	Clonazepam	SYM	3	3	Q407988	Q916280
DOID:0050425	DB00575	restless legs syndrome	Clonidine	SYM	3	1	Q412221	Q916280
DOID:0050425	DB00996	restless legs syndrome	Gabapentin	SYM	3	3	Q410352	Q916280
DOID:0050425	DB01235	restless legs syndrome	L-DOPA	SYM	3	1	Q300989	Q916280
DOID:0050425	DB00413	restless legs syndrome	Pramipexole	SYM	3	4	Q421304	Q916280
DOID:0050425	DB00230	restless legs syndrome	Pregabalin	SYM	3	1	Q412174	Q916280
DOID:0050425	DB00268	restless legs syndrome	Ropinirole	SYM	3	4	Q420590	Q916280
DOID:0050425	DB00193	restless legs syndrome	Tramadol	SYM	3	1	Q407592	Q916280
DOID:7148	DB00995	rheumatoid arthritis	Auranofin	DM	2	1	Q421230	Q187255
DOID:7148	DB00993	rheumatoid arthritis	Azathioprine	DM	3	2	Q18939	Q187255
DOID:7148	DB00443	rheumatoid arthritis	Betamethasone	DM	1	2	Q416132	Q187255
DOID:7148	DB00091	rheumatoid arthritis	Cyclosporine	DM	3	2	Q367700	Q187255
DOID:7148	DB01234	rheumatoid arthritis	Dexamethasone	DM	1	2	Q422252	Q187255
DOID:7148	DB00153	rheumatoid arthritis	Ergocalciferol	DM	2	1	Q139200	Q187255
DOID:7148	DB00741	rheumatoid arthritis	Hydrocortisone	DM	1	1	Q190875	Q187255
DOID:7148	DB01097	rheumatoid arthritis	Leflunomide	DM	3	3	Q248550	Q187255
DOID:7148	DB00563	rheumatoid arthritis	Methotrexate	DM	3	3	Q422232	Q187255
DOID:7148	DB00959	rheumatoid arthritis	Methylprednisolone	DM	2	2	Q417222	Q187255
DOID:7148	DB00859	rheumatoid arthritis	Penicillamine	DM	3	1	Q421239	Q187255
DOID:7148	DB00860	rheumatoid arthritis	Prednisolone	DM	2	2	Q11426176	Q187255
DOID:7148	DB00635	rheumatoid arthritis	Prednisone	DM	2	2	Q424972	Q187255
DOID:7148	DB00795	rheumatoid arthritis	Sulfasalazine	DM	3	3	Q420035	Q187255
DOID:7148	DB00620	rheumatoid arthritis	Triamcinolone	DM	2	1	Q1074056	Q187255
DOID:7148	DB00945	rheumatoid arthritis	Acetylsalicylic acid	SYM	3	1	Q18216	Q187255
DOID:7148	DB00321	rheumatoid arthritis	Amitriptyline	SYM	2	1	Q58397	Q187255
DOID:7148	DB00482	rheumatoid arthritis	Celecoxib	SYM	3	3	Q408801	Q187255
DOID:7148	DB00586	rheumatoid arthritis	Diclofenac	SYM	3	3	Q244408	Q187255
DOID:7148	DB00861	rheumatoid arthritis	Diflunisal	SYM	3	2	Q2602750	Q187255
DOID:7148	DB00996	rheumatoid arthritis	Gabapentin	SYM	2	1	Q410352	Q187255
DOID:7148	DB00328	rheumatoid arthritis	Indomethacin	SYM	3	3	Q409231	Q187255
DOID:7148	DB00281	rheumatoid arthritis	Lidocaine	SYM	3	1	Q216935	Q187255
DOID:7148	DB00814	rheumatoid arthritis	Meloxicam	SYM	3	3	Q414028	Q187255
DOID:7148	DB00461	rheumatoid arthritis	Nabumetone	SYM	3	3	Q425207	Q187255
DOID:7148	DB00788	rheumatoid arthritis	Naproxen	SYM	3	2	Q1215575	Q187255
DOID:7148	DB00991	rheumatoid arthritis	Oxaprozin	SYM	3	3	Q1749609	Q187255
DOID:7148	DB00554	rheumatoid arthritis	Piroxicam	SYM	2	3	Q408676	Q187255
DOID:7148	DB01399	rheumatoid arthritis	Salsalate	SYM	3	2	Q1320691	Q187255
DOID:7148	DB00500	rheumatoid arthritis	Tolmetin	SYM	2	1	Q3992411	Q187255
DOID:7148	DB01401	rheumatoid arthritis	Trisalicylate-choline	SYM	3	1	Q20817211	Q187255
DOID:7148	DB01197	rheumatoid arthritis	Captopril	NOT	3	1	Q421119	Q187255
DOID:7148	DB00122	rheumatoid arthritis	Choline	NOT	2	1	Q193166	Q187255
DOID:7148	DB00924	rheumatoid arthritis	Cyclobenzaprine	NOT	2	1	Q5198674	Q187255
DOID:7148	DB00584	rheumatoid arthritis	Enalapril	NOT	3	1	Q422185	Q187255
DOID:7148	DB00736	rheumatoid arthritis	Esomeprazole	NOT	2	1	Q553223	Q187255
DOID:7148	DB00158	rheumatoid arthritis	Folic Acid	NOT	3	1	Q127060	Q187255
DOID:7148	DB00735	rheumatoid arthritis	Naftifine	NOT	3	1	Q413586	Q187255
DOID:7148	DB00338	rheumatoid arthritis	Omeprazole	NOT	3	1	Q422210	Q187255
DOID:7148	DB01303	rheumatoid arthritis	Oxtriphylline	NOT	3	1	Q5104342	Q187255
DOID:7148	DB01085	rheumatoid arthritis	Pilocarpine	NOT	2	1	Q411461	Q187255
DOID:7148	DB00697	rheumatoid arthritis	Tizanidine	NOT	2	1	Q423538	Q187255
DOID:7148	DB00374	rheumatoid arthritis	Treprostinil	NOT	3	1	Q3495231	Q187255
DOID:7148	DB00425	rheumatoid arthritis	Zolpidem	NOT	3	1	Q218842	Q187255
DOID:1115	DB00851	sarcoma	Dacarbazine	DM	3	1	Q416975	Q223911
DOID:1115	DB00970	sarcoma	Dactinomycin	DM	3	1	Q186127	Q223911
DOID:1115	DB00997	sarcoma	Doxorubicin	DM	3	1	Q18936	Q223911
DOID:1115	DB00445	sarcoma	Epirubicin	DM	3	1	Q425122	Q223911
DOID:1115	DB00773	sarcoma	Etoposide	DM	3	1	Q418817	Q223911
DOID:1115	DB01204	sarcoma	Mitoxantrone	DM	2	1	Q239426	Q223911
DOID:1115	DB04572	sarcoma	Thiotepa	DM	3	1	Q416507	Q223911
DOID:1115	DB00541	sarcoma	Vincristine	DM	3	1	Q408977	Q223911
DOID:1115	DB01042	sarcoma	Melphalan	NOT	2	1	Q2298283	Q223911
DOID:5419	DB01063	schizophrenia	Acetophenazine	SYM	3	1	Q4673284	Q41112
DOID:5419	DB01238	schizophrenia	Aripiprazole	SYM	3	2	Q411188	Q41112
DOID:5419	DB00245	schizophrenia	Benzatropine	SYM	3	1	Q415026	Q41112
DOID:5419	DB00564	schizophrenia	Carbamazepine	SYM	3	1	Q410412	Q41112
DOID:5419	DB00477	schizophrenia	Chlorpromazine	SYM	3	1	Q407972	Q41112
DOID:5419	DB01068	schizophrenia	Clonazepam	SYM	3	2	Q407988	Q41112
DOID:5419	DB00363	schizophrenia	Clozapine	SYM	3	1	Q221361	Q41112
DOID:5419	DB00434	schizophrenia	Cyproheptadine	SYM	2	1	Q417884	Q41112
DOID:5419	DB00985	schizophrenia	Dimenhydrinate	SYM	2	1	Q420439	Q41112
DOID:5419	DB01075	schizophrenia	Diphenhydramine	SYM	2	1	Q413486	Q41112
DOID:5419	DB00402	schizophrenia	Eszopiclone	SYM	2	1	Q413184	Q41112
DOID:5419	DB00472	schizophrenia	Fluoxetine	SYM	3	1	Q422244	Q41112
DOID:5419	DB00623	schizophrenia	Fluphenazine	SYM	3	2	Q58376	Q41112
DOID:5419	DB00502	schizophrenia	Haloperidol	SYM	3	2	Q251347	Q41112
DOID:5419	DB00555	schizophrenia	Lamotrigine	SYM	3	1	Q410346	Q41112
DOID:5419	DB01356	schizophrenia	Lithium	SYM	2	1	Q152763	Q41112
DOID:5419	DB00408	schizophrenia	Loxapine	SYM	2	1	Q58614	Q41112
DOID:5419	DB00933	schizophrenia	Mesoridazine	SYM	3	1	Q6821618	Q41112
DOID:5419	DB00334	schizophrenia	Olanzapine	SYM	3	2	Q201872	Q41112
DOID:5419	DB01267	schizophrenia	Paliperidone	SYM	3	1	Q423292	Q41112
DOID:5419	DB01224	schizophrenia	Quetiapine	SYM	3	2	Q408535	Q41112
DOID:5419	DB00734	schizophrenia	Risperidone	SYM	3	2	Q412443	Q41112
DOID:5419	DB01104	schizophrenia	Sertraline	SYM	3	1	Q407617	Q41112
DOID:5419	DB00679	schizophrenia	Thioridazine	SYM	2	1	Q58375	Q41112
DOID:5419	DB01623	schizophrenia	Thiothixene	SYM	3	1	Q2608288	Q41112
DOID:5419	DB00656	schizophrenia	Trazodone	SYM	2	1	Q411457	Q41112
DOID:5419	DB00831	schizophrenia	Trifluoperazine	SYM	3	1	Q1752915	Q41112
DOID:5419	DB00313	schizophrenia	Valproic Acid	SYM	2	1	Q240642	Q41112
DOID:5419	DB00246	schizophrenia	Ziprasidone	SYM	3	1	Q205517	Q41112
DOID:5419	DB01198	schizophrenia	Zopiclone	SYM	2	1	Q220426	Q41112
DOID:14268	DB01241	sclerosing cholangitis	Gemfibrozil	NOT	3	1	Q384295	Q18554727
DOID:4159	DB00290	skin cancer	Bleomycin	DM	3	1	Q415571	Q192102
DOID:4159	DB00851	skin cancer	Dacarbazine	DM	3	2	Q416975	Q192102
DOID:4159	DB00970	skin cancer	Dactinomycin	DM	3	1	Q186127	Q192102
DOID:4159	DB01248	skin cancer	Docetaxel	DM	3	2	Q420436	Q192102
DOID:4159	DB00544	skin cancer	Fluorouracil	DM	3	2	Q238512	Q192102
DOID:4159	DB00724	skin cancer	Imiquimod	DM	3	1	Q423417	Q192102
DOID:4159	DB00853	skin cancer	Temozolomide	DM	1	2	Q425088	Q192102
DOID:4159	DB08881	skin cancer	Vemurafenib	DM	3	1	Q423111	Q192102
DOID:4159	DB08828	skin cancer	Vismodegib	DM	3	1	Q2070286	Q192102
DOID:4159	DB00262	skin cancer	Carmustine	NOT	2	1	Q415869	Q192102
DOID:4159	DB01005	skin cancer	Hydroxyurea	NOT	2	2	Q212272	Q192102
DOID:4159	DB01206	skin cancer	Lomustine	NOT	2	1	Q415378	Q192102
DOID:4159	DB01042	skin cancer	Melphalan	NOT	2	1	Q2298283	Q192102
DOID:4159	DB01168	skin cancer	Procarbazine	NOT	3	1	Q418656	Q192102
DOID:10534	DB01101	stomach cancer	Capecitabine	DM	3	2	Q420207	Q189588
DOID:10534	DB01248	stomach cancer	Docetaxel	DM	3	2	Q420436	Q189588
DOID:10534	DB00997	stomach cancer	Doxorubicin	DM	3	2	Q18936	Q189588
DOID:10534	DB00445	stomach cancer	Epirubicin	DM	3	1	Q425122	Q189588
DOID:10534	DB00322	stomach cancer	Floxuridine	DM	3	1	Q5462356	Q189588
DOID:10534	DB00544	stomach cancer	Fluorouracil	DM	3	2	Q238512	Q189588
DOID:10534	DB00762	stomach cancer	Irinotecan	DM	3	1	Q412197	Q189588
DOID:10534	DB00563	stomach cancer	Methotrexate	DM	3	2	Q422232	Q189588
DOID:10534	DB00305	stomach cancer	Mitomycin	DM	3	2	Q19856779	Q189588
DOID:9074	DB00993	systemic lupus erythematosus	Azathioprine	DM	3	3	Q18939	Q1485
DOID:9074	DB00443	systemic lupus erythematosus	Betamethasone	DM	1	1	Q416132	Q1485
