disease_id	disease_name	treats	palliates	total_edges
Q1527888	pancreatitis	1	0	4
Q7130423	pancreatoblastoma	0	0	1
Q1757427	pancytopenia	0	0	2
Q18558123	panhypopituitarism	0	0	1
Q741713	panic disorder	12	0	18
Q780629	panniculitis	0	0	4
Q1378675	panophthalmitis	0	0	2
Q1436162	pantothenate kinase-associated neurodegeneration	0	0	3
Q18554228	panuveitis	0	0	5
Q18975338	papillary adenocarcinoma	0	0	5
Q18556807	papillary adenofibroma	0	0	1
Q18555317	papillary adenoma	0	0	2
Q18555294	papillary carcinoma	0	0	6
Q18555086	papillary conjunctivitis	0	0	1
Q18556089	papillary craniopharyngioma	0	0	1
Q18555293	papillary cystadenocarcinoma	0	0	1
Q18556822	papillary ependymoma	0	0	1
Q18557406	papillary extrahepatic bile duct adenocarcinoma	0	0	1
Q18556134	papillary follicular thyroid adenocarcinoma	0	0	1
Q3791936	papillary hidradenoma	0	0	1
Q18556605	papillary meningioma of the cerebellum	0	0	3
Q18557866	papillary pattern testicular yolk sac tumor	0	0	1
Q18556338	papillary renal cell carcinoma	0	0	1
Q18555139	papillary serous adenocarcinoma	0	0	1
Q18556302	papillary squamous carcinoma	0	0	1
Q18556888	papillary thymic adenocarcinoma	0	0	1
Q18556135	papillary thyroid carcinoma	0	0	6
Q18556153	papillary transitional carcinoma	0	0	1
Q912796	papilloma	0	0	17
Q17144875	papular mucinosis	0	0	1
Q18555144	parachordoma	0	0	2
Q247096	paracoccidioidomycosis	3	0	4
Q581592	paraganglioma	0	0	1
Q2528129	paragonimiasis	0	0	1
Q18557941	paralytic ileus	0	0	2
Q18554408	paralytic lagophthalmos	0	0	1
Q18553283	paralytic poliomyelitis	0	0	4
Q18553959	paralytic squint	0	0	7
Q21082519	parameningeal embryonal rhabdomyosarcoma	0	0	1
Q761496	parametritis	0	0	1
Q18554159	parametrium malignant neoplasm	0	0	1
Q3338677	paramyloidosis	0	0	2
Q18553357	paranasal sinus cancer	0	0	10
Q18554536	paranasal sinus disease	0	0	9
Q18554544	paranasal sinus lymphoma	0	0	2
Q18554532	paranasal sinus neoplasm	0	0	5
Q18554561	paranasal sinus sarcoma	0	0	2
Q18558000	paraneoplastic polyneuropathy	0	0	1
Q747735	paranoid personality disorder	0	0	1
Q2606101	paranoid schizophrenia	1	0	2
Q18557874	parapharyngeal meningioma	0	0	1
Q178059	paraphilia disorder	0	0	6
Q1414480	paraphimosis	0	0	1
Q1049655	paraplegia	0	0	2
Q2051832	parapsoriasis	0	0	1
Q18557391	parasagittal meningioma	0	0	1
Q18553243	parasitic Ichthyosporea infectious disease	0	0	2
Q18554493	parasitic conjunctivitis	0	0	2
Q5334259	parasitic ectoparasitic infectious disease	0	0	10
Q18554614	parasitic eyelid infestation	0	0	2
Q578994	parasitic helminthiasis infectious disease	2	0	47
Q1601794	parasitic infectious disease	0	0	6
Q353172	parasitic protozoa infectious disease	1	0	17
Q18553817	paratesticular lipoma	0	0	2
Q4057495	parathyroid adenoma	0	0	7
Q40301	parathyroid carcinoma	0	0	3
Q7136145	parathyroid gland disease	0	0	5
Q18557674	parathyroid oncocytic adenoma	0	0	1
Q18557672	parathyroid transitional clear cell adenoma	0	0	1
Q705906	paratyphoid fever	0	0	1
Q18554669	paraurethral gland cancer	0	0	2
Q18555005	paraurethral gland neoplasm	0	0	1
Q18553278	parenchymatous neurosyphilis	0	0	1
Q7136785	parental obesity	0	0	1
Q18987133	parietal foramina	0	0	1
Q18553548	parietal lobe ependymoma	0	0	1
Q18554751	parietal lobe neoplasm	0	0	2
Q3896379	paronychia	0	0	2
Q18553836	parotid disease	0	0	3
Q18553573	parotid gland adenoid cystic carcinoma	0	0	1
Q18558050	parotid gland cancer	0	0	3
Q1975850	parotitis	0	0	1
Q18556287	parovarian cyst	0	0	1
Q1479494	paroxysmal nocturnal hemoglobinuria	0	0	1
Q18554368	pars planitis	0	0	2
Q18554782	partial arterial retinal occlusion	0	0	1
Q18558233	partial central choroid dystrophy	0	0	2
Q18558231	partial circumpapillary choroid dystrophy	0	0	1
Q18553386	partial fetal alcohol syndrome	0	0	1
Q18555381	partial motor epilepsy	0	0	1
Q18554883	partial of retinal vein occlusion	0	0	1
Q18553906	partial optic atrophy	0	0	1
Q18555382	partial sensory epilepsy	0	0	1
Q18553960	partial third-nerve palsy	0	0	2
Q3367106	parvovirus infectious disease	0	0	1
Q2589418	pasteurellosis	0	0	1
Q1755457	patellar tendinitis	0	0	1
Q7144437	patellofemoral pain syndrome	0	0	1
Q2072063	patent ductus arteriosus	2	0	4
Q3076802	patent foramen ovale	0	0	2
Q18558185	pathologic nystagmus	0	0	5
Q748309	pathological gambling	0	0	1
Q1361850	patulous eustachian tube	0	0	1
Q23037759	peach allergy	0	0	1
Q7157933	peanut allergy	0	0	2
Q18557321	pediatric CNS choriocarcinoma	0	0	1
Q18557522	pediatric CNS embryonal cell carcinoma	0	0	1
Q18556355	pediatric angiosarcoma	0	0	1
Q18557749	pediatric cerebral ependymoblastoma	0	0	1
Q19000569	pediatric ependymoma	0	0	1
Q18557475	pediatric epithelioid sarcoma	0	0	1
Q18557722	pediatric extraocular retinoblastoma	0	0	1
Q18555967	pediatric fibrosarcoma	0	0	2
Q18557121	pediatric germ cell cancer	0	0	4
Q18557631	pediatric infratentorial ependymoblastoma	0	0	2
Q18557614	pediatric infratentorial ependymoma	0	0	1
Q18557411	pediatric intraocular retinoblastoma	0	0	1
Q18557133	pediatric leptomeningeal melanoma	0	0	1
Q18556947	pediatric liposarcoma	0	0	1
Q18557021	pediatric lymphoma	0	0	1
Q18556394	pediatric meningioma	0	0	2
Q18556375	pediatric mesenchymal chondrosarcoma	0	0	1
Q18557265	pediatric myxoid chondrosarcoma	0	0	1
Q18555393	pediatric osteosarcoma	0	0	3
Q18557558	pediatric ovarian dysgerminoma	0	0	2
Q18557129	pediatric ovarian germ cell tumor	0	0	5
Q18557615	pediatric supratentorial ependymoma	0	0	1
Q18557127	pediatric testicular germ cell tumor	0	0	5
Q8388	pedophilia	0	0	1
Q17120550	peeling skin syndrome	0	0	1
Q2068039	peliosis hepatis	0	0	1
Q221441	pellagra	4	0	5
Q558070	pelvic inflammatory disease	0	0	4
Q7161801	pelvic lipomatosis	0	0	1
Q18554122	pelvic muscle wasting	0	0	2
Q18558211	pelvic varices	0	0	3
Q881811	pemphigoid	0	0	8
Q1483214	pemphigus	4	0	7
Q23037769	penicillin allergy	0	0	1
Q3080319	penicilliosis	0	0	1
Q1342955	penile cancer	0	0	5
Q18554834	penile disease	0	0	8
Q18554121	penile neoplasm	0	0	1
Q18557876	penile urethral cancer	0	0	1
Q18555938	penis Paget's disease	0	0	2
Q18556258	penis basal cell carcinoma	0	0	2
Q18557457	penis basaloid carcinoma	0	0	2
Q18555939	penis carcinoma	0	0	5
Q18558029	penis carcinoma in situ	0	0	1
Q18557801	penis mixed squamous cell carcinoma	0	0	1
Q18557060	penis non-invasive verrucous carcinoma	0	0	1
Q18557803	penis papillary carcinoma	0	0	2
Q18554193	penis sarcoma	0	0	2
Q18556834	penis squamous cell carcinoma	0	0	7
Q18557061	penis verrucous carcinoma	0	0	3
Q7165022	pentalogy of Cantrell	0	0	1
Q18554653	peptic esophagitis	9	0	11
Q172941	peptic ulcer disease	14	0	22
Q18557628	peptic ulcer perforation	0	0	1
Q18553868	perforated corneal ulcer	0	0	1
Q18554514	perforation of bile duct	0	0	1
Q18557837	periampullary adenocarcinoma	0	0	1
Q18553512	periampullary adenoma	0	0	1
Q1324103	perianal hematoma	0	0	1
Q18557708	perianal skin Paget's disease	0	0	2
Q18556401	periapical granuloma	0	0	1
Q618622	periapical periodontitis	0	0	6
Q3899850	periarthritis	0	0	1
Q1306218	pericardial effusion	0	0	3
Q18557171	pericardial mesothelioma	0	0	2
Q7850856	pericardial tuberculosis	0	0	3
Q501561	pericarditis	0	0	6
Q18554118	pericardium cancer	0	0	5
Q18553502	pericardium disease	0	0	6
Q18556639	pericardium leiomyoma	0	0	3
Q18554731	pericholangitis	0	0	2
Q2070842	perichondritis of auricle	0	0	3
Q946882	pericoronitis	0	0	1
Q18557629	periductal breast myoepitheliosis	0	0	1
Q18967688	perinatal infectious disease	0	0	3
Q18554981	perinatal intestinal perforation	0	0	1
Q18554086	perinatal jaundice due to hepatocellular damage	0	0	1
Q10859678	perinatal necrotizing enterocolitis	0	0	1
Q7168573	perineocele	0	0	1
Q18555251	perinephritis	0	0	1
Q18557905	perineural angioma	0	0	1
Q18556441	perineurioma	0	0	2
Q18557809	periocular meningioma	0	0	1
Q13038909	periodic limb movement disorder	0	0	1
Q520127	periodontitis	1	0	41
Q4345763	periodontosis	0	0	1
Q18557044	periosteal chondrosarcoma	0	0	1
Q18557262	periosteal osteogenic sarcoma	0	0	1
Q1480377	periostitis	0	0	3
Q2938089	peripartum cardiomyopathy	0	0	1
Q378681	peripheral artery disease	0	0	16
Q18554780	peripheral degeneration of cornea	0	0	1
Q18557429	peripheral epithelioid sarcoma	0	0	1
Q18554199	peripheral focal chorioretinitis	0	0	1
Q18558166	peripheral nerve schwannoma	0	0	5
Q18555328	peripheral nerve sheath neoplasm	0	0	4
Q18556979	peripheral nervous system disease	0	0	12
Q18556672	peripheral nervous system ganglioneuroblastoma	0	0	2
Q18554211	peripheral nervous system neoplasm	0	0	7
Q18555401	peripheral osteosarcoma	0	0	3
Q18554249	peripheral retinal degeneration	0	0	7
Q18554055	peripheral scars of retina	0	0	1
Q18558240	peripheral vertigo	0	0	3
Q3412000	perisplenitis	0	0	1
Q18553675	peritoneal benign neoplasm	0	0	2
Q1816041	peritoneal carcinoma	0	0	2
Q18968139	peritoneal mesothelioma	0	0	2
Q18556533	peritoneal serous adenocarcinoma	0	0	2
Q18557183	peritoneal serous papillary adenocarcinoma	0	0	1
Q18554882	peritoneum cancer	0	0	4
Q223102	peritonitis	6	0	12
Q18975118	perivascular epithelioid cell tumor	0	0	2
Q18555374	perivascular tumor	0	0	3
Q469490	periventricular leukomalacia	0	0	1
Q18553263	periventricular nodular heterotopia	0	0	2
Q17143640	permanent neonatal diabetes mellitus	0	0	2
Q1346016	pernicious anemia	2	0	4
Q18557404	peroneal nerve paralysis	0	0	2
Q18556226	peroneal neuropathy	0	0	1
Q18553481	peroxisomal acyl-CoA oxidase deficiency	0	0	1
Q3281322	peroxisomal disease	1	0	9
Q1958739	persistent Mullerian duct syndrome	0	0	1
Q7170410	persistent fetal circulation syndrome	1	0	2
Q7170411	persistent generalized lymphadenopathy	0	0	2
Q7170412	persistent hyperplastic primary vitreous	0	0	1
Q270673	personality disorder	0	0	13
Q134859	pertussis	3	0	5
Q6691991	pervasive developmental disorder	1	0	6
Q7171312	pes anserine bursitis	0	0	1
Q3518021	pes anserinus tendinitis or bursitis	0	0	2
Q18553201	pestis minor	0	0	1
Q18557739	petroclival meningioma	0	0	1
Q1419225	petrositis	0	0	1
Q18557605	petrous apex meningioma	0	0	1
Q18554346	phacogenic glaucoma	0	0	3
Q18554345	phacolytic glaucoma	0	0	1
Q536269	phaeochromocytoma	2	0	6
Q2089599	phaeohyphomycosis	0	0	1
Q18975399	phagocyte bactericidal dysfunction	0	0	3
Q18553544	phalanx chondroma	0	0	2
Q2085267	pharyngitis	13	0	15
Q18554607	pharyngoconjunctival fever	1	0	3
Q18553337	pharynx carcinoma in situ	0	0	1
Q18553564	pharynx squamous cell carcinoma	0	0	2
Q18556608	phencyclidine abuse	0	0	1
Q194041	phenylketonuria	0	0	1
Q18553236	philophthalmiasis	0	0	1
Q382641	phimosis	0	0	2
Q1423167	phlebitis	0	0	2
Q7186555	phlyctenulosis	0	0	1
Q1688222	phonagnosia	0	0	2
Q1251847	phosphofructokinase deficiency	0	0	1
Q18555096	phosphorus metabolism disease	1	0	4
Q18556081	photoallergic dermatitis	0	0	2
Q829876	photokeratitis	0	0	1
Q1150299	photosensitive epilepsy	0	0	2
Q3539030	photosensitive trichothiodystrophy	0	0	1
Q608085	photosensitivity disease	5	0	8
Q18556310	phototoxic dermatitis	0	0	2
Q18554175	phthisical cornea	0	0	2
Q18966091	physical urticaria	0	0	4
Q18557936	physiological polycythemia	0	0	1
Q1134891	pica disease	0	0	1
Q1516083	piebaldism	0	0	1
Q3108587	pigmentary glaucoma	0	0	1
Q7193408	pigmentation disease	1	0	15
Q18975813	pigmented basal cell carcinoma	0	0	1
Q3768153	pigmented villonodular synovitis	0	0	2
Q7193413	pigmented wart	0	0	1
Q18975831	pilar sheath acanthoma	0	0	1
Q2095252	pilocytic astrocytoma	0	0	3
Q18556504	pilocytic astrocytoma of cerebellum	0	0	2
Q1704531	pilomatrixoma	0	0	1
Q18556499	pilomyxoid astrocytoma	0	0	1
Q18556826	pineal dysgerminoma	0	0	1
Q18556507	pineal gland astrocytoma	0	0	2
Q18556593	pineal gland cancer	0	0	6
Q18556590	pineal parenchymal tumor of intermediate differentiation	0	0	1
Q18556862	pineal region choriocarcinoma	0	0	1
Q18557583	pineal region germinoma	0	0	1
Q18557386	pineal region immature teratoma	0	0	1
Q18557385	pineal region mature teratoma	0	0	2
Q18557810	pineal region meningioma	0	0	1
Q18557384	pineal region teratoma	0	0	3
Q18556745	pineal region yolk sac tumor	0	0	1
Q18554871	pineoblastoma	0	0	2
Q1862031	pinguecula	0	0	2
Q922029	pinta disease	0	0	1
Q864296	pituitary adenoma	0	0	9
Q991538	pituitary apoplexy	0	0	1
Q18554902	pituitary cancer	0	0	4
Q18556544	pituitary carcinoma	1	0	5
Q7199538	pituitary gland disease	0	0	10
Q18557566	pituitary hypoplasia	0	0	1
Q18554059	pituitary infarct	0	0	2
Q18557817	pituitary stalk meningioma	0	0	2
Q11312280	pituitary-dependent Cushing's disease	0	0	2
Q1125160	pityriasis rosea	1	0	2
Q766856	pityriasis rubra pilaris	0	0	1
Q926462	pityriasis versicolor	8	0	9
Q517856	placenta accreta	0	0	1
Q18554965	placenta cancer	0	0	3
Q7200296	placenta disease	0	0	11
Q1471410	placenta praevia	0	0	2
Q388113	placental abruption	0	0	1
Q18554966	placental choriocarcinoma	0	0	1
Q2099138	placental insufficiency	0	0	1
Q18975536	placental site trophoblastic tumor	0	0	1
Q133780	plague	0	0	6
Q1424509	plantar fascial fibromatosis	0	0	2
Q52851	plantar fasciitis	0	0	1
Q18554332	plantar nerve lesion	0	0	1
Q18556063	plantar verrucous skin carcinoma	0	0	1
Q2251669	plantar wart	0	0	3
Q18557283	plasma cell neoplasm	0	0	3
Q18555057	plasma protein metabolism disease	0	0	5
Q18558152	plasmacytic leukemia	0	0	1
Q18557787	plasmacytoid variant infiltrating bladder urothelial carcinoma	0	0	1
Q2090167	plasmacytoma	0	0	4
Q7202249	platelet storage pool deficiency	0	0	1
Q28024509	platelet-type bleeding disorder 16	0	0	2
Q28024510	platelet-type bleeding disorder 8	0	0	1
Q2064603	pleomorphic adenoma	0	0	1
Q18555247	pleomorphic adenoma carcinoma	0	0	1
Q18556928	pleomorphic carcinoma	0	0	1
Q7204592	pleomorphic lipoma	0	0	1
Q18556954	pleomorphic liposarcoma	0	0	1
Q18555349	pleomorphic rhabdomyosarcoma	0	0	3
Q18554046	plethora of newborn	0	0	1
Q18556654	pleural cancer	0	0	5
Q7204732	pleural disease	0	0	4
Q200781	pleural empyema	0	0	2
Q18553809	pleural lipoma	0	0	2
Q3392410	pleural tuberculosis	0	0	2
Q55998	pleurisy	0	0	3
Q7204730	pleuropneumonia	0	0	2
Q7204815	pleuropulmonary blastoma	0	0	1
Q18556649	plexiform neurofibroma	0	0	1
Q18555339	plexiform schwannoma	0	0	1
Q7204901	plexopathy	0	0	2
Q23037760	plum allergy	0	0	1
Q18554476	pneumatosis cystoides intestinalis	0	0	1
Q651223	pneumoconiosis	0	0	15
Q3980374	pneumoconiosis due to talc	0	0	1
Q7205993	pneumocystosis	6	0	7
Q12192	pneumonia	3	0	13
Q2986781	pneumonic plague	0	0	1
Q18555000	pneumonic tularemia	0	0	2
Q203601	pneumothorax	1	0	5
Q7206990	podoconiosis	0	0	1
Q26492775	poikiloderma with neutropenia	0	0	2
Q12195	poliomyelitis	0	0	4
Q23037745	pollen allergy	0	0	2
Q745162	polyarteritis nodosa	0	0	1
Q18555056	polyclonal hypergammaglobulinemia	0	0	1
Q1638637	polycoria	0	0	1
Q3718513	polycystic echinococcosis	0	0	1
Q15443105	polycystic kidney disease	0	0	2
Q246002	polycystic liver disease	0	0	2
Q500816	polycystic ovary syndrome	1	0	8
Q933716	polycythemia	0	0	7
Q18555213	polycythemia due to hypoxia	0	0	1
Q948318	polycythemia vera	5	0	6
Q371520	polydactyly	0	0	3
Q18557359	polyembryoma of the ovary	0	0	1
Q976163	polyhydramnios	0	0	1
Q1752891	polymyalgia rheumatica	0	0	2
Q1502312	polyneuropathy	0	0	10
Q18554707	polyneuropathy due to drug	0	0	1
Q18554568	polyneuropathy in collagen vascular disease	0	0	3
Q18558051	polyp of corpus uteri	0	0	1
Q18557590	polyp of middle ear	0	0	1
Q3395796	polyradiculoneuropathy	0	0	3
Q18556278	polyradiculopathy	0	0	3
Q18557274	polyvesicular vitelline pattern ovarian yolk sac tumor	0	0	1
Q18557586	polyvesicular vitelline pattern testicular yolk sac tumor	0	0	1
Q1269276	pompholyx	0	0	1
Q1698867	pontocerebellar hypoplasia	0	0	16
Q18966164	pontocerebellar hypoplasia type 10	0	0	1
Q18966144	pontocerebellar hypoplasia type 1A	0	0	1
Q18966146	pontocerebellar hypoplasia type 1B	0	0	1
Q2195280	pontocerebellar hypoplasia type 2A	0	0	1
Q18966149	pontocerebellar hypoplasia type 2B	0	0	1
Q18966150	pontocerebellar hypoplasia type 2C	0	0	1
Q18966152	pontocerebellar hypoplasia type 2D	0	0	1
Q18966153	pontocerebellar hypoplasia type 2E	0	0	1
Q18966154	pontocerebellar hypoplasia type 3	0	0	1
Q18966155	pontocerebellar hypoplasia type 4	0	0	1
Q18966156	pontocerebellar hypoplasia type 5	0	0	1
Q18966158	pontocerebellar hypoplasia type 6	0	0	1
Q18966160	pontocerebellar hypoplasia type 7	0	0	1
Q18966161	pontocerebellar hypoplasia type 8	0	0	1
Q18966162	pontocerebellar hypoplasia type 9	0	0	1
Q1587881	popliteal pterygium syndrome	0	0	1
Q492129	porencephaly	0	0	1
Q5282749	porokeratosis	0	0	1
Q271759	porphyria	0	0	9
Q1479497	porphyria cutanea tarda	1	0	5
Q124604	portal hypertension	1	0	2
Q1704044	portal vein thrombosis	0	0	2
Q18555024	post-surgical hypoinsulinemia	0	0	1
Q382091	post-thrombotic syndrome	0	0	1
Q202387	post-traumatic stress disorder	6	0	19
Q18554576	post-vaccinal encephalitis	0	0	1
Q18556409	postauricular lymphadenitis	0	0	1
Q912766	postcholecystectomy syndrome	0	0	1
Q18557993	postcricoid region cancer	0	0	1
Q3508787	postencephalitic Parkinson disease	1	0	2
Q4183962	posterior amorphous corneal dystrophy	0	0	1
Q7234177	posterior cerebral artery infarction	0	0	2
Q18554518	posterior corneal pigmentation	0	0	1
Q18556234	posterior cranial fossa meningioma	0	0	4
Q18554708	posterior dislocation of lens	0	0	2
Q18557289	posterior foramen magnum meningioma	0	0	1
Q18556291	posterior mediastinum cancer	0	0	1
Q18557034	posterior myocardial infarction	0	0	1
Q18556601	posterior pituitary gland neoplasm	0	0	2
Q18553292	posterior polar cataract	0	0	1
Q4183965	posterior polymorphous corneal dystrophy	0	0	1
Q18554577	posterior scleritis	0	0	1
Q18557607	posterior urethra cancer	0	0	1
Q18557295	posterior uveal melanoma	0	0	1
Q18554348	posterior uveitis	0	0	1
Q18557031	posteroinferior myocardial infarction	0	0	1
Q18557039	posterolateral myocardial infarction	0	0	1
Q18557940	postgastrectomy syndrome	0	0	4
Q18557521	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	0	0	1
Q18554241	postinflammatory pulmonary fibrosis	0	0	1
Q4007235	postmenopausal atrophic vaginitis	0	0	1
Q935129	postpartum depression	0	0	1
Q18556566	postpoliomyelitis syndrome	0	0	1
Q18554797	postsurgical hypothyroidism	0	0	1
Q2248721	postviral fatigue syndrome	0	0	1
Q2421435	pre-eclampsia	0	0	12
Q1088163	pre-malignant neoplasm	0	0	5
Q18557465	precursor B lymphoblastic lymphoma/leukemia	0	0	2
Q18556891	precursor T-lymphoblastic lymphoma/leukemia	0	0	3
Q18557774	precursor T-lymphoblastic lymphoma/leukemia refractory	0	0	2
Q18556893	precursor lymphoblastic lymphoma/leukemia	0	0	4
Q2087205	prediabetes syndrome	0	0	1
Q18557403	predominantly cortical thymoma	0	0	1
Q18557848	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	0	0	1
Q18557640	pregnancy adenoma	0	0	1
Q319312	premature ejaculation	0	0	1
Q22467774	premature menopause	5	0	6
Q647630	premature ovarian failure	3	0	5
Q220193	premenstrual tension	3	0	4
Q18554456	prepuce cancer	0	0	1
Q18554963	preretinal fibrosis	0	0	1
Q319595	presbyopia	0	0	2
Q3130277	pretibial myxedema	0	0	2
Q156590	priapism	0	0	2
Q922927	primary amebic meningoencephalitis	0	0	2
Q18554668	primary angle-closure glaucoma	0	0	5
Q18553247	primary bacterial infectious disease	0	0	45
Q1072420	primary biliary cirrhosis	2	0	13
Q18558090	primary cerebellar degeneration	0	0	2
Q1690779	primary ciliary dyskinesia	0	0	37
Q28024725	primary ciliary dyskinesia 1	0	0	1
Q28024745	primary ciliary dyskinesia 10	0	0	1
Q28024733	primary ciliary dyskinesia 11	0	0	1
Q28024732	primary ciliary dyskinesia 12	0	0	1
Q28024751	primary ciliary dyskinesia 13	0	0	1
Q28024729	primary ciliary dyskinesia 14	0	0	1
Q28024757	primary ciliary dyskinesia 15	0	0	1
Q28024746	primary ciliary dyskinesia 16	0	0	1
Q28024755	primary ciliary dyskinesia 17	0	0	1
Q28024736	primary ciliary dyskinesia 18	0	0	1
Q28024740	primary ciliary dyskinesia 19	0	0	1
Q28024760	primary ciliary dyskinesia 2	0	0	1
Q28024759	primary ciliary dyskinesia 20	0	0	1
Q28024727	primary ciliary dyskinesia 21	0	0	1
Q28024728	primary ciliary dyskinesia 22	0	0	1
Q28024741	primary ciliary dyskinesia 23	0	0	1
Q28024762	primary ciliary dyskinesia 24	0	0	1
Q28024748	primary ciliary dyskinesia 25	0	0	1
Q28024761	primary ciliary dyskinesia 26	0	0	1
Q28024744	primary ciliary dyskinesia 27	0	0	1
Q28024739	primary ciliary dyskinesia 28	0	0	1
Q28024731	primary ciliary dyskinesia 29	0	0	1
Q28024730	primary ciliary dyskinesia 3	0	0	1
Q28024758	primary ciliary dyskinesia 30	0	0	1
Q28024735	primary ciliary dyskinesia 32	0	0	1
Q28024753	primary ciliary dyskinesia 33	0	0	1
Q28024742	primary ciliary dyskinesia 34	0	0	1
Q28024754	primary ciliary dyskinesia 35	0	0	1
Q28024747	primary ciliary dyskinesia 4	0	0	1
Q28024750	primary ciliary dyskinesia 5	0	0	1
Q28024738	primary ciliary dyskinesia 6	0	0	1
Q28024737	primary ciliary dyskinesia 7	0	0	1
Q28024749	primary ciliary dyskinesia 8	0	0	1
Q28024756	primary ciliary dyskinesia 9	0	0	1
Q3108582	primary congenital glaucoma	0	0	2
Q7243115	primary cutaneous amyloidosis	0	0	1
Q18554303	primary eye hypotony	0	0	1
Q7243137	primary hyperoxaluria	0	0	2
Q2919083	primary hyperparathyroidism	0	0	1
Q7243138	primary hypertrophic osteoarthropathy	0	0	1
Q3043160	primary immunodeficiency disease	0	0	8
Q18554654	primary lacrimal atrophy	0	0	1
Q3857106	primary myelofibrosis	0	0	1
Q18553921	primary open angle glaucoma	0	0	6
Q18553905	primary optic atrophy	0	0	1
Q18987129	primary pigmented nodular adrenocortical disease	0	0	2
Q18553930	primary polycythemia	0	0	3
Q18553470	primary progressive multiple sclerosis	0	0	1
Q18554794	primary pulmonary hypertension	0	0	1
Q1058608	primary sclerosing cholangitis	0	0	3
Q18556215	primary syphilis	0	0	1
Q18553244	primary systemic mycosis	0	0	9
Q18558033	primary thrombocytopenia	0	0	4
Q703961	prion disease	0	0	11
Q941770	proctitis	2	0	3
Q213098	progeria	0	0	1
Q18553639	progesterone-receptor negative breast cancer	0	0	1
Q18553638	progesterone-receptor positive breast cancer	0	0	1
Q7248833	progressive bulbar palsy	0	0	1
Q704930	progressive multifocal leukoencephalopathy	0	0	1
Q2279175	progressive muscular atrophy	0	0	2
Q18554523	progressive peripheral pterygium	0	0	2
Q18553471	progressive relapsing multiple sclerosis	0	0	1
Q945930	progressive supranuclear palsy	0	0	8
Q18556776	prolactin producing pituitary tumor	0	0	2
Q954831	prolactinoma	0	0	1
Q166102	prolapse of female genital organ	0	0	7
Q18554014	prolapse of lacrimal gland	0	0	1
Q7900436	prolapse of urethra	0	0	2
Q18967481	proliferative diabetic retinopathy	0	0	1
Q18558174	proliferative fasciitis	0	0	1
Q18556474	proliferative glomerulonephritis	0	0	4
Q18555360	proliferative type fibrocystic change of breast	0	0	2
Q7249608	proliferative vitreoretinopathy	0	0	3
Q2112719	prolymphocytic leukemia	0	0	4
Q7250337	propionic acidemia	0	0	1
Q244438	prosopagnosia	0	0	3
Q18555107	prostate adenocarcinoma	0	0	6
Q18556512	prostate adenoid cystic carcinoma	0	0	1
Q18556368	prostate angiosarcoma	0	0	2
Q18554579	prostate calculus	0	0	1
Q181257	prostate cancer	17	0	71
Q18553829	prostate carcinoma	0	0	8
Q18557984	prostate carcinoma in situ	0	0	2
Q18556036	prostate colloid adenocarcinoma	0	0	1
Q18556445	prostate disease	1	0	9
Q18555350	prostate embryonal rhabdomyosarcoma	0	0	2
Q18555230	prostate leiomyoma	0	0	3
Q18556714	prostate leiomyosarcoma	0	0	2
Q18553834	prostate lymphoma	0	0	2
Q18553832	prostate malignant phyllodes tumor	0	0	1
Q18555253	prostate neuroendocrine neoplasm	0	0	2
Q18555351	prostate rhabdomyosarcoma	0	0	3
Q18556174	prostate sarcoma	0	0	6
Q18555962	prostate signet ring cell adenocarcinoma	0	0	2
Q18557492	prostate small cell carcinoma	0	0	2
Q18553831	prostate squamous cell carcinoma	0	0	2
Q18557495	prostate stromal sarcoma	0	0	1
Q18556152	prostate transitional cell carcinoma	0	0	2
Q18555272	prostatic acinar adenocarcinoma	0	0	1
Q18554013	prostatic cyst	0	0	1
Q506659	prostatic hypertrophy	7	0	12
Q18557158	prostatic urethra urothelial carcinoma	0	0	1
Q18557159	prostatic urethral cancer	0	0	2
Q372752	prostatitis	4	0	7
Q18554304	prostatocystitis	0	0	1
Q1504570	protein C deficiency	0	0	1
Q3043153	protein S deficiency	0	0	2
Q18554439	protein-deficiency anemia	0	0	1
Q4082071	protein-energy malnutrition	0	0	3
Q284070	protein-losing enteropathy	0	0	1
Q570197	proteinuria	0	0	3
Q18555043	prothrombin deficiency	2	0	3
Q18557441	protoplasmic astrocytoma	0	0	1
Q18554753	protozoal dysentery	0	0	3
Q7252856	proximal renal tubular acidosis	0	0	1
Q18553473	proximal symphalangism	0	0	2
Q18557512	psammomatous meningioma	0	0	1
Q7254411	pseudo-Hurler polydystrophy	0	0	1
Q18553380	pseudo-TORCH syndrome	0	0	1
Q693578	pseudoachondroplasia	0	0	1
Q1815985	pseudobulbar palsy	0	0	3
Q18557915	pseudoglandular variant testicular seminoma	0	0	1
Q2273662	pseudohermaphroditism	0	0	6
Q200745	pseudohypoaldosteronism	0	0	1
Q819207	pseudohypoparathyroidism	0	0	3
Q18554029	pseudomembranous conjunctivitis	0	0	1
Q574694	pseudomyxoma peritonei	0	0	1
Q18554631	pseudopapilledema	0	0	1
Q1477265	pseudopseudohypoparathyroidism	0	0	1
Q2115771	pseudopterygium	0	0	2
Q18554251	pseudoretinitis pigmentosa	0	0	1
Q11606722	pseudosarcomatous fibromatosis	0	0	3
