compound_id	compound_name	disease_id	disease_name	rel_type
Q1236526	pirbuterol	Q35869	asthma	drug-used-for-treatment_DduftC
Q408676	piroxicam	Q52849	ankylosing spondylitis	drug-used-for-treatment_DduftC
Q408676	piroxicam	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q408676	piroxicam	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q421193	podofilox	Q18554021	common wart	drug-used-for-treatment_DduftC
Q7227099	polythiazide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q7227099	polythiazide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q7227099	polythiazide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q7227099	polythiazide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q409199	potassium acetate	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q410529	potassium bicarbonate	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q184630	potassium chloride	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q419921	potassium citrate anhydrous	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q1122870	potassium gluconate	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q421304	pramipexole	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q421304	pramipexole	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q1240076	pramoxine	Q783903	contact dermatitis	drug-used-for-treatment_DduftC
Q1240076	pramoxine	Q41478	hemorrhoid	drug-used-for-treatment_DduftC
Q1240093	pravastatin	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q1240093	pravastatin	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q1240093	pravastatin	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q2149443	prazepam	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q2149443	prazepam	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q2149443	prazepam	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q424145	praziquantel	Q1102300	clonorchiasis	drug-used-for-treatment_DduftC
Q424145	praziquantel	Q246068	cysticercosis	drug-used-for-treatment_DduftC
Q424145	praziquantel	Q1048084	opisthorchiasis	drug-used-for-treatment_DduftC
Q425296	prazosin	Q1053824	Raynaud disease	drug-used-for-treatment_DduftC
Q425296	prazosin	Q41861	hypertension	drug-used-for-treatment_DduftC
Q425296	prazosin	Q506659	prostatic hypertrophy	drug-used-for-treatment_DduftC
Q4376623	prednicarbate	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q4376623	prednicarbate	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q4376623	prednicarbate	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q4376623	prednicarbate	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q18558195	bacterial conjunctivitis	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q2346396	iritis	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q757838	keratitis	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q831530	rosacea	drug-used-for-treatment_DduftC
Q3837481	prednienic acid	Q4119259	vernal conjunctivitis	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q5508825	Functional gastrointestinal disorder	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q11039483	IgG4-related disease	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q12078	cancer	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q1446169	collagen disease	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q3041498	eye disease	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q1963588	hematopoietic system disease	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q5958765	hypersensitivity	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q949302	skin disease	drug-used-for-treatment_DduftC
Q11426176	prednisolone	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q424972	prednisone	Q5508825	Functional gastrointestinal disorder	drug-used-for-treatment_DduftC
Q424972	prednisone	Q12078	cancer	drug-used-for-treatment_DduftC
Q424972	prednisone	Q1446169	collagen disease	drug-used-for-treatment_DduftC
Q424972	prednisone	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q424972	prednisone	Q3041498	eye disease	drug-used-for-treatment_DduftC
Q424972	prednisone	Q1963588	hematopoietic system disease	drug-used-for-treatment_DduftC
Q424972	prednisone	Q1474877	hypercalcemia	drug-used-for-treatment_DduftC
Q424972	prednisone	Q5958765	hypersensitivity	drug-used-for-treatment_DduftC
Q424972	prednisone	Q8084905	hypersensitivity reaction type II disease	drug-used-for-treatment_DduftC
Q424972	prednisone	Q949302	skin disease	drug-used-for-treatment_DduftC
Q424972	prednisone	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q419834	primaquine	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q419834	primaquine	Q18554412	Plasmodium vivax malaria	drug-used-for-treatment_DduftC
Q419834	primaquine	Q12156	malaria	drug-used-for-treatment_DduftC
Q27279400	primaquine phosphate	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q27279400	primaquine phosphate	Q12156	malaria	drug-used-for-treatment_DduftC
Q420383	primidone	Q41571	epilepsy	drug-used-for-treatment_DduftC
Q900898	probenecid	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q900898	probenecid	Q133087	gout	drug-used-for-treatment_DduftC
Q900898	probenecid	Q18558279	tertiary neurosyphilis	drug-used-for-treatment_DduftC
Q10354103	probucol	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q10354103	probucol	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q10354103	probucol	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q417597	procainamide	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q418656	procarbazine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q418656	procarbazine	Q18554460	brain cancer	drug-used-for-treatment_DduftC
Q418656	procarbazine	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q418656	procarbazine	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q418656	procarbazine	Q180614	melanoma	drug-used-for-treatment_DduftC
Q418656	procarbazine	Q467635	multiple myeloma	drug-used-for-treatment_DduftC
Q2359690	prochlorperazine	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q2359690	prochlorperazine	Q83030	dementia	drug-used-for-treatment_DduftC
Q2359690	prochlorperazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q268997	procyclidine	Q1531991	Parkinsonian syndrome	drug-used-for-treatment_DduftC
Q268997	procyclidine	Q18558243	lingual-facial-buccal dyskinesia	drug-used-for-treatment_DduftC
Q26963	progesterone	Q686574	Endometrial hyperplasia	drug-used-for-treatment_DduftC
Q26963	progesterone	Q334655	amenorrhea	drug-used-for-treatment_DduftC
Q420607	proguanil	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q419822	promazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q422970	promethazine	Q309067	motion sickness	drug-used-for-treatment_DduftC
Q662511	propafenone	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q3275451	propantheline	Q7900616	bladder disease	drug-used-for-treatment_DduftC
Q3275451	propantheline	Q3055380	intestinal disease	drug-used-for-treatment_DduftC
Q3275451	propantheline	Q838966	irritable bowel syndrome	drug-used-for-treatment_DduftC
Q3275451	propantheline	Q1527888	pancreatitis	drug-used-for-treatment_DduftC
Q3275451	propantheline	Q172941	peptic ulcer disease	drug-used-for-treatment_DduftC
Q3275451	propantheline	Q18557550	urethral disease	drug-used-for-treatment_DduftC
Q422740	propofol	Q980709	status epilepticus	drug-used-for-treatment_DduftC
Q422740	propofol	Q18557988	subacute delirium	drug-used-for-treatment_DduftC
Q423364	propranolol	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q423364	propranolol	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q423364	propranolol	Q693519	essential tremor	drug-used-for-treatment_DduftC
Q423364	propranolol	Q41861	hypertension	drug-used-for-treatment_DduftC
Q423364	propranolol	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q423364	propranolol	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q423364	propranolol	Q536269	phaeochromocytoma	drug-used-for-treatment_DduftC
Q423364	propranolol	Q124604	portal hypertension	drug-used-for-treatment_DduftC
Q377342	propylthiouracil	Q165135	goiter	drug-used-for-treatment_DduftC
Q377342	propylthiouracil	Q16499	hyperthyroidism	drug-used-for-treatment_DduftC
Q377342	propylthiouracil	Q4458080	thyroid crisis	drug-used-for-treatment_DduftC
Q408432	protriptyline	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q263958	pseudoephedrine	Q12125	Common cold	drug-used-for-treatment_DduftC
Q263958	pseudoephedrine	Q35869	asthma	drug-used-for-treatment_DduftC
Q263958	pseudoephedrine	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q426897	pyrantel	Q11679861	ancylostomiasis	drug-used-for-treatment_DduftC
Q426897	pyrantel	Q842428	ascariasis	drug-used-for-treatment_DduftC
Q426897	pyrantel	Q2264130	trichuriasis	drug-used-for-treatment_DduftC
Q3489331	pyrantel pamoate	Q842428	ascariasis	drug-used-for-treatment_DduftC
Q417571	pyrazinamide	Q12204	tuberculosis	drug-used-for-treatment_DduftC
Q419472	pyridostigmine	Q8285	myasthenia gravis	drug-used-for-treatment_DduftC
Q423746	pyridoxine	Q18554191	visual epilepsy	drug-used-for-treatment_DduftC
Q3800087	pyrilamine	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q421072	pyrimethamine	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q421072	pyrimethamine	Q12156	malaria	drug-used-for-treatment_DduftC
Q204602	pyrithione zinc	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q204602	pyrithione zinc	Q448310	seborrheic dermatitis	drug-used-for-treatment_DduftC
Q408535	quetiapine	Q38404	autistic disorder	drug-used-for-treatment_DduftC
Q408535	quetiapine	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q408535	quetiapine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q417208	quinacrine	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q417208	quinacrine	Q326071	giardiasis	drug-used-for-treatment_DduftC
Q596022	quinapril	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q596022	quinapril	Q41861	hypertension	drug-used-for-treatment_DduftC
Q3927871	quinestrol	Q22467774	premature menopause	drug-used-for-treatment_DduftC
Q7272222	quinethazone	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q7272222	quinethazone	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q7272222	quinethazone	Q41861	hypertension	drug-used-for-treatment_DduftC
Q7272222	quinethazone	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q412496	quinidine	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q189522	quinine	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q189522	quinine	Q797668	babesiosis	drug-used-for-treatment_DduftC
Q7272542	quinupristin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q3515	rabeprazole	Q218712	Zollinger-Ellison syndrome	drug-used-for-treatment_DduftC
Q3515	rabeprazole	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q3515	rabeprazole	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q3515	rabeprazole	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q180341	racemethionine	Q229256	dermatitis	drug-used-for-treatment_DduftC
Q412666	ramipril	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q412666	ramipril	Q41861	hypertension	drug-used-for-treatment_DduftC
Q907104	ranolazine	Q587420	myotonia congenita	drug-used-for-treatment_DduftC
Q3891664	regorafenib	Q33525	carcinoma	drug-used-for-treatment_DduftC
Q3891664	regorafenib	Q124292	cholangiocarcinoma	drug-used-for-treatment_DduftC
Q407841	reserpine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q407841	reserpine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q421862	ribavirin	Q18555063	West Nile encephalitis	drug-used-for-treatment_DduftC
Q421862	ribavirin	Q154869	hepatitis C	drug-used-for-treatment_DduftC
Q421862	ribavirin	Q18554607	pharyngoconjunctival fever	drug-used-for-treatment_DduftC
Q421862	ribavirin	Q18554367	respiratory syncytial virus infectious disease	drug-used-for-treatment_DduftC
Q130365	riboflavin	Q21154326	ariboflavinosis	drug-used-for-treatment_DduftC
Q1135705	rifabutin	Q6946984	Mycobacterium avium complex disease	drug-used-for-treatment_DduftC
Q1135705	rifabutin	Q18555243	pulmonary tuberculosis	drug-used-for-treatment_DduftC
Q3935297	rifapentine	Q18555243	pulmonary tuberculosis	drug-used-for-treatment_DduftC
Q415744	riluzole	Q206901	amyotrophic lateral sclerosis	drug-used-for-treatment_DduftC
Q408724	risedronic acid	Q165328	osteoporosis	drug-used-for-treatment_DduftC
Q412443	risperidone	Q191779	Gilles de la Tourette syndrome	drug-used-for-treatment_DduftC
Q412443	risperidone	Q38404	autistic disorder	drug-used-for-treatment_DduftC
Q412443	risperidone	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q412443	risperidone	Q83030	dementia	drug-used-for-treatment_DduftC
Q412443	risperidone	Q6691991	pervasive developmental disorder	drug-used-for-treatment_DduftC
Q412443	risperidone	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q422618	ritonavir	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q422618	ritonavir	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q411887	rivastigmine	Q83030	dementia	drug-used-for-treatment_DduftC
Q411412	rofecoxib	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q693482	roflumilast	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q7363205	romidepsin	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q7363205	romidepsin	Q19000544	lung small cell carcinoma	drug-used-for-treatment_DduftC
Q7363205	romidepsin	Q208414	lymphoma	drug-used-for-treatment_DduftC
Q420590	ropinirole	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q193572	salicylic acid	Q79928	acne	drug-used-for-treatment_DduftC
Q193572	salicylic acid	Q18554021	common wart	drug-used-for-treatment_DduftC
Q193572	salicylic acid	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q193572	salicylic acid	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q193572	salicylic acid	Q448310	seborrheic dermatitis	drug-used-for-treatment_DduftC
Q424333	salmeterol	Q35869	asthma	drug-used-for-treatment_DduftC
Q424333	salmeterol	Q18971555	obstructive lung disease	drug-used-for-treatment_DduftC
Q1320691	salsalate	Q170990	arthritis	drug-used-for-treatment_DduftC
Q422654	saquinavir	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q422654	saquinavir	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q18556754	colonic disease	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q1066061	diverticulitis	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q129279	dysentery	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q7562539	facial paralysis	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q145790	iridocyclitis	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q3508787	postencephalitic Parkinson disease	drug-used-for-treatment_DduftC
Q337188	scopolamine	Q2403156	vasomotor rhinitis	drug-used-for-treatment_DduftC
Q876	selenium	Q1890194	nutritional deficiency disease	drug-used-for-treatment_DduftC
Q419375	selenium sulfide	Q926462	pityriasis versicolor	drug-used-for-treatment_DduftC
Q419375	selenium sulfide	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q419375	selenium sulfide	Q448310	seborrheic dermatitis	drug-used-for-treatment_DduftC
Q407617	sertraline	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q407617	sertraline	Q373822	eating disorder	drug-used-for-treatment_DduftC
Q407617	sertraline	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q407617	sertraline	Q178190	obsessive-compulsive disorder	drug-used-for-treatment_DduftC
Q407617	sertraline	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q407617	sertraline	Q202387	post-traumatic stress disorder	drug-used-for-treatment_DduftC
Q191521	sildenafil	Q18556468	vasculogenic impotence	drug-used-for-treatment_DduftC
Q207442	silver nitrate	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q670131	simvastatin	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q670131	simvastatin	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q670131	simvastatin	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q670131	simvastatin	Q1128440	toxic shock syndrome	drug-used-for-treatment_DduftC
Q424551	sodium ascorbate	Q12125	Common cold	drug-used-for-treatment_DduftC
Q424551	sodium ascorbate	Q5445	anemia	drug-used-for-treatment_DduftC
Q424551	sodium ascorbate	Q748442	methemoglobinemia	drug-used-for-treatment_DduftC
Q424551	sodium ascorbate	Q163865	scurvy	drug-used-for-treatment_DduftC
Q424551	sodium ascorbate	Q7861692	tyrosinemia type III	drug-used-for-treatment_DduftC
Q179731	sodium bicarbonate	Q202837	cardiac arrest	drug-used-for-treatment_DduftC
Q179731	sodium bicarbonate	Q653971	dyspepsia	drug-used-for-treatment_DduftC
Q179731	sodium bicarbonate	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q179731	sodium bicarbonate	Q1516211	renal tubular acidosis	drug-used-for-treatment_DduftC
Q2314	sodium chloride	Q18553993	corneal edema	drug-used-for-treatment_DduftC
Q2314	sodium chloride	Q18553790	dry eye syndrome	drug-used-for-treatment_DduftC
Q2314	sodium chloride	Q2964243	hemorrhagic shock	drug-used-for-treatment_DduftC
Q407204	sodium hypochlorite	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q7553358	sodium phenylbutyrate	Q3616632	beta thalassemia	drug-used-for-treatment_DduftC
Q7553358	sodium phenylbutyrate	Q1898104	bone marrow cancer	drug-used-for-treatment_DduftC
Q7553358	sodium phenylbutyrate	Q178194	cystic fibrosis	drug-used-for-treatment_DduftC
Q7553358	sodium phenylbutyrate	Q185034	sickle cell anemia	drug-used-for-treatment_DduftC
Q7553358	sodium phenylbutyrate	Q1585743	urea cycle disorder	drug-used-for-treatment_DduftC
Q245280	sorbitol	Q178436	constipation (use to describe an act)	drug-used-for-treatment_DduftC
Q413591	sotalol	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q976559	sparfloxacin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q976559	sparfloxacin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q976559	sparfloxacin	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q976559	sparfloxacin	Q12192	pneumonia	drug-used-for-treatment_DduftC
Q416154	spectinomycin	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q422188	spironolactone	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q422188	spironolactone	Q1939330	Conn's syndrome	drug-used-for-treatment_DduftC
Q422188	spironolactone	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q422188	spironolactone	Q1640860	hyperaldosteronism	drug-used-for-treatment_DduftC
Q422188	spironolactone	Q41861	hypertension	drug-used-for-treatment_DduftC
Q422188	spironolactone	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q423984	stavudine	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q423984	stavudine	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q420394	sucralfate	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q420394	sucralfate	Q298230	esophagitis	drug-used-for-treatment_DduftC
Q420394	sucralfate	Q18553940	gastric ulcer	drug-used-for-treatment_DduftC
Q420394	sucralfate	Q183130	gastritis	drug-used-for-treatment_DduftC
Q420394	sucralfate	Q12192	pneumonia	drug-used-for-treatment_DduftC
Q420394	sucralfate	Q911386	stomatitis	drug-used-for-treatment_DduftC
Q2392530	sulconazole	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q2392530	sulconazole	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q2392530	sulconazole	Q26985509	cutaneous candidiasis	drug-used-for-treatment_DduftC
Q2392530	sulconazole	Q926462	pityriasis versicolor	drug-used-for-treatment_DduftC
Q2392530	sulconazole	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q7636176	sulfabenzamide	Q676191	vaginitis	drug-used-for-treatment_DduftC
Q2022983	sulfacetamide	Q5325633	auditory system disease	drug-used-for-treatment_DduftC
Q2022983	sulfacetamide	Q18558195	bacterial conjunctivitis	drug-used-for-treatment_DduftC
Q2022983	sulfacetamide	Q1628473	corneal ulcer	drug-used-for-treatment_DduftC
Q2022983	sulfacetamide	Q448310	seborrheic dermatitis	drug-used-for-treatment_DduftC
Q2022983	sulfacetamide	Q193216	trachoma	drug-used-for-treatment_DduftC
Q7636169	sulfacytine	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q7636169	sulfacytine	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q2555060	sulfadiazine	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q2555060	sulfadiazine	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q2555060	sulfadiazine	Q12156	malaria	drug-used-for-treatment_DduftC
Q2555060	sulfadiazine	Q1856914	nocardiosis	drug-used-for-treatment_DduftC
Q2555060	sulfadiazine	Q154878	toxoplasmosis	drug-used-for-treatment_DduftC
Q411557	sulfadoxine	Q18554672	Plasmodium falciparum malaria	drug-used-for-treatment_DduftC
Q411557	sulfadoxine	Q7205993	pneumocystosis	drug-used-for-treatment_DduftC
Q3976824	sulfamethizole	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q3976824	sulfamethizole	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q415843	sulfamethoxazole	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q415843	sulfamethoxazole	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q415843	sulfamethoxazole	Q1856914	nocardiosis	drug-used-for-treatment_DduftC
Q415843	sulfamethoxazole	Q223254	otitis media	drug-used-for-treatment_DduftC
Q415843	sulfamethoxazole	Q154878	toxoplasmosis	drug-used-for-treatment_DduftC
Q423423	sulfanilamide	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q3976827	sulfapyridine	Q1004647	bullous pemphigoid	drug-used-for-treatment_DduftC
Q3976827	sulfapyridine	Q1151507	dermatitis herpetiformis	drug-used-for-treatment_DduftC
Q3976827	sulfapyridine	Q1526459	pyoderma gangrenosum	drug-used-for-treatment_DduftC
Q3976827	sulfapyridine	Q26695620	subcorneal pustular dermatosis	drug-used-for-treatment_DduftC
Q3976827	sulfapyridine	Q7923229	vesiculobullous skin disease	drug-used-for-treatment_DduftC
Q420035	sulfasalazine	Q861224	juvenile rheumatoid arthritis	drug-used-for-treatment_DduftC
Q420035	sulfasalazine	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q420035	sulfasalazine	Q1477	ulcerative colitis	drug-used-for-treatment_DduftC
Q408427	sulfathiazole	Q676191	vaginitis	drug-used-for-treatment_DduftC
Q3790542	sulfinpyrazone	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q3790542	sulfinpyrazone	Q133087	gout	drug-used-for-treatment_DduftC
Q3790542	sulfinpyrazone	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q372598	sulfisoxazole	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q372598	sulfisoxazole	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q372598	sulfisoxazole	Q1856914	nocardiosis	drug-used-for-treatment_DduftC
Q372598	sulfisoxazole	Q223254	otitis media	drug-used-for-treatment_DduftC
Q27160153	sulfisoxazole diolamine	Q1628473	corneal ulcer	drug-used-for-treatment_DduftC
Q27160153	sulfisoxazole diolamine	Q193216	trachoma	drug-used-for-treatment_DduftC
Q963093	sulindac	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q963093	sulindac	Q133087	gout	drug-used-for-treatment_DduftC
Q963093	sulindac	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q963093	sulindac	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q421076	tacrine	Q83030	dementia	drug-used-for-treatment_DduftC
Q411648	tacrolimus anhydrous	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q411648	tacrolimus anhydrous	Q268667	atopic dermatitis	drug-used-for-treatment_DduftC
Q134583	talc	Q203601	pneumothorax	drug-used-for-treatment_DduftC
Q412178	tamoxifen	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q412178	tamoxifen	Q18554119	infant gynecomastia	drug-used-for-treatment_DduftC
Q412178	tamoxifen	Q212961	pancreatic cancer	drug-used-for-treatment_DduftC
Q418480	tamsulosin	Q506659	prostatic hypertrophy	drug-used-for-treatment_DduftC
Q3981685	tazarotene	Q79928	acne	drug-used-for-treatment_DduftC
Q3981685	tazarotene	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q7694156	teduglutide	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q733186	telmisartan	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q733186	telmisartan	Q41861	hypertension	drug-used-for-treatment_DduftC
Q414796	temazepam	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q414796	temazepam	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q414796	temazepam	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q425088	temozolomide	Q18557440	childhood cerebral astrocytoma	drug-used-for-treatment_DduftC
Q425088	temozolomide	Q180614	melanoma	drug-used-for-treatment_DduftC
Q425088	temozolomide	Q18556612	mixed glioma	drug-used-for-treatment_DduftC
Q425088	temozolomide	Q19000473	subependymal giant cell astrocytoma	drug-used-for-treatment_DduftC
Q417555	teniposide	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q417555	teniposide	Q18556782	lung oat cell carcinoma	drug-used-for-treatment_DduftC
Q417555	teniposide	Q18553852	lymphoblastic leukemia	drug-used-for-treatment_DduftC
Q155954	tenofovir anhydrous	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q155954	tenofovir anhydrous	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q280786	terazosin	Q41861	hypertension	drug-used-for-treatment_DduftC
Q280786	terazosin	Q506659	prostatic hypertrophy	drug-used-for-treatment_DduftC
Q415259	terbinafine	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q415259	terbinafine	Q18553212	cutaneous mycosis	drug-used-for-treatment_DduftC
